Year,Month,Monthly Average,Monthly Anomaly Uncertainty
1910,7,14.241999999999999,0.327
1910,8,13.667000000000002,0.348
1910,9,11.695,0.261
1910,10,8.969999999999999,0.204
1910,11,5.327,0.235
1910,12,2.7,0.262
1911,1,1.63,0.231
1911,2,2.462,0.23
1911,3,4.407,0.205
1911,4,8.011999999999999,0.254
1911,5,10.82,0.308
1911,6,13.072,0.261
1911,7,14.038,0.321
1911,8,13.454,0.326
1911,9,11.587,0.26
1911,10,9.229,0.19
1911,11,5.957,0.212
1911,12,3.448,0.207
1912,1,2.398,0.201
1912,2,3.293,0.27
1912,3,4.3660000000000005,0.222
1912,4,8.258999999999999,0.287
1912,5,11.241999999999999,0.284
1912,6,13.482,0.259
1912,7,13.747,0.339
1912,8,13.08,0.34
1912,9,11.157,0.27
1912,10,8.331,0.208
1912,11,5.542,0.206
1912,12,3.047,0.215
1913,1,2.064,0.223
1913,2,2.399,0.278
1913,3,4.556,0.232
1913,4,8.014,0.26
1913,5,10.718,0.308
1913,6,13.005,0.248
1913,7,14.113999999999999,0.326
1913,8,13.668000000000001,0.343
1913,9,11.690999999999999,0.272
1913,10,9.035,0.196
1913,11,6.0600000000000005,0.216
1913,12,4.143,0.21
1914,1,3.403,0.23
1914,2,3.2750000000000004,0.258
1914,3,4.9830000000000005,0.243
1914,4,8.093,0.257
1914,5,11.305,0.313
1914,6,13.519,0.263
1914,7,14.289,0.338
1914,8,13.699,0.34
1914,9,11.883,0.265
1914,10,9.396999999999998,0.222
1914,11,5.788,0.21
1914,12,3.633,0.226
1915,1,2.297,0.222
1915,2,3.303,0.237
1915,3,5.164000000000001,0.222
1915,4,8.684,0.254
1915,5,11.466,0.302
1915,6,13.286,0.263
1915,7,14.36,0.326
1915,8,13.701,0.345
1915,9,11.775,0.26
1915,10,8.960999999999999,0.183
1915,11,6.2090000000000005,0.197
1915,12,3.593,0.2
1916,1,2.61,0.265
1916,2,3.031,0.266
1916,3,4.857,0.271
1916,4,8.075,0.245
1916,5,10.979,0.312
1916,6,12.924,0.241
1916,7,14.03,0.324
1916,8,13.526,0.331
1916,9,11.658999999999999,0.256
1916,10,9.024,0.216
1916,11,5.613,0.259
1916,12,2.356,0.207
1917,1,2.144,0.367
1917,2,2.3440000000000003,0.287
1917,3,4.458,0.238
1917,4,7.819999999999999,0.277
1917,5,10.429,0.288
1917,6,12.873,0.247
1917,7,14.205,0.332
1917,8,13.428,0.339
1917,9,11.681,0.252
1917,10,8.536,0.185
1917,11,5.824,0.206
1917,12,2.2800000000000002,0.209
1918,1,1.9220000000000002,0.207
1918,2,2.498,0.287
1918,3,4.831,0.242
1918,4,7.627999999999999,0.283
1918,5,10.477,0.307
1918,6,12.927,0.276
1918,7,13.942,0.339
1918,8,13.353000000000002,0.337
1918,9,11.825,0.254
1918,10,9.395,0.187
1918,11,5.694,0.206
1918,12,2.823,0.21
1919,1,2.174,0.219
1919,2,2.8160000000000003,0.281
1919,3,4.732,0.245
1919,4,8.458,0.27
1919,5,10.940999999999999,0.295
1919,6,13.201,0.296
1919,7,14.226999999999999,0.332
1919,8,13.703000000000001,0.337
1919,9,11.902999999999999,0.261
1919,10,9.306,0.19
1919,11,5.4910000000000005,0.211
1919,12,3.213,0.217
1920,1,2.847,0.233
1920,2,2.7310000000000003,0.247
1920,3,5.229,0.186
1920,4,8.286,0.259
1920,5,11.093,0.288
1920,6,13.062,0.247
1920,7,14.192,0.324
1920,8,13.594000000000001,0.339
1920,9,11.708,0.252
1920,10,8.985,0.19
1920,11,5.542,0.187
1920,12,2.622,0.195
1921,1,2.955,0.209
1921,2,3.149,0.251
1921,3,5.048,0.212
1921,4,8.299,0.282
1921,5,11.164,0.292
1921,6,13.403,0.299
1921,7,14.346,0.338
1921,8,13.447000000000001,0.333
1921,9,11.808,0.262
1921,10,9.241,0.207
1921,11,5.8500000000000005,0.191
1921,12,3.648,0.255
1922,1,2.141,0.234
1922,2,2.371,0.245
1922,3,5.151,0.213
1922,4,8.378,0.274
1922,5,11.036,0.29
1922,6,13.278,0.247
1922,7,14.186,0.319
1922,8,13.452,0.343
1922,9,11.654,0.261
1922,10,9.007,0.229
1922,11,6.039000000000001,0.214
1922,12,3.657,0.21
1923,1,2.474,0.207
1923,2,2.5420000000000003,0.231
1923,3,4.845000000000001,0.203
1923,4,7.738999999999999,0.291
1923,5,10.825999999999999,0.304
1923,6,13.203,0.248
1923,7,13.872,0.339
1923,8,13.495000000000001,0.337
1923,9,11.785,0.265
1923,10,9.444999999999999,0.192
1923,11,6.336,0.206
1923,12,3.875,0.231
1924,1,2.295,0.268
1924,2,2.8890000000000002,0.228
1924,3,5.339,0.229
1924,4,7.933,0.267
1924,5,11.12,0.315
1924,6,13.253,0.253
1924,7,14.197,0.327
1924,8,13.535,0.332
1924,9,11.847999999999999,0.266
1924,10,9.133999999999999,0.189
1924,11,6.352,0.221
1924,12,3.4330000000000003,0.216
1925,1,2.249,0.208
1925,2,2.6550000000000002,0.224
1925,3,5.0440000000000005,0.255
1925,4,8.379,0.264
1925,5,10.982,0.293
1925,6,13.018,0.273
1925,7,13.968,0.342
1925,8,13.681000000000001,0.334
1925,9,11.891,0.262
1925,10,9.132,0.213
1925,11,6.315,0.198
1925,12,4.321,0.197
1926,1,3.412,0.193
1926,2,3.6660000000000004,0.206
1926,3,5.78,0.236
1926,4,8.16,0.28
1926,5,10.863999999999999,0.296
1926,6,13.178,0.274
1926,7,14.056999999999999,0.336
1926,8,13.767000000000001,0.335
1926,9,12.001999999999999,0.251
1926,10,9.501999999999999,0.202
1926,11,6.252000000000001,0.217
1926,12,3.2840000000000003,0.206
1927,1,2.2720000000000002,0.205
1927,2,2.9530000000000003,0.249
1927,3,4.634,0.251
1927,4,8.017999999999999,0.281
1927,5,11.086,0.302
1927,6,13.18,0.241
1927,7,14.200999999999999,0.325
1927,8,13.604000000000001,0.336
1927,9,12.164,0.261
1927,10,9.84,0.204
1927,11,6.283,0.2
1927,12,3.1670000000000003,0.202
1928,1,2.9450000000000003,0.198
1928,2,3.3280000000000003,0.259
1928,3,4.912,0.237
1928,4,8.184999999999999,0.291
1928,5,11.084999999999999,0.302
1928,6,13.019,0.243
1928,7,14.192,0.319
1928,8,13.606,0.336
1928,9,11.931,0.257
1928,10,9.398,0.193
1928,11,6.279,0.192
1928,12,3.8000000000000003,0.198
1929,1,1.9660000000000002,0.191
1929,2,2.104,0.224
1929,3,5.048,0.211
1929,4,7.994999999999999,0.259
1929,5,10.812999999999999,0.313
1929,6,12.825,0.267
1929,7,13.84,0.327
1929,8,13.544,0.33
1929,9,11.724,0.279
1929,10,9.372,0.219
1929,11,6.063000000000001,0.219
1929,12,2.4640000000000004,0.189
1930,1,2.274,0.249
1930,2,3.061,0.228
1930,3,5.468,0.219
1930,4,8.072,0.251
1930,5,10.956,0.296
1930,6,13.241999999999999,0.269
1930,7,14.328999999999999,0.336
1930,8,13.804,0.336
1930,9,11.758,0.262
1930,10,9.165,0.186
1930,11,6.484,0.212
1930,12,3.694,0.205
1931,1,2.632,0.211
1931,2,2.648,0.209
1931,3,5.207,0.191
1931,4,8.068,0.248
1931,5,10.892,0.297
1931,6,13.453,0.245
1931,7,14.458,0.322
1931,8,13.99,0.33
1931,9,12.18,0.263
1931,10,9.857,0.2
1931,11,6.166,0.191
1931,12,3.919,0.204
1932,1,3.519,0.201
1932,2,2.914,0.234
1932,3,4.884,0.201
1932,4,8.681999999999999,0.252
1932,5,11.145,0.28
1932,6,13.272,0.238
1932,7,14.273,0.33
1932,8,13.626000000000001,0.335
1932,9,12.203999999999999,0.249
1932,10,9.604999999999999,0.181
1932,11,5.817,0.194
1932,12,3.427,0.187
1933,1,2.075,0.193
1933,2,2.584,0.215
1933,3,4.791,0.2
1933,4,8.039,0.252
1933,5,10.95,0.29
1933,6,13.012,0.251
1933,7,14.129999999999999,0.321
1933,8,13.649000000000001,0.34
1933,9,11.756,0.254
1933,10,9.154,0.195
1933,11,5.816000000000001,0.192
1933,12,3.035,0.186
1934,1,2.366,0.196
1934,2,3.6270000000000002,0.21
1934,3,4.699,0.208
1934,4,7.912999999999999,0.247
1934,5,11.399,0.281
1934,6,13.302,0.242
1934,7,14.242999999999999,0.327
1934,8,13.664000000000001,0.333
1934,9,11.657,0.25
1934,10,9.337,0.19
1934,11,6.29,0.19
1934,12,3.867,0.193
1935,1,2.071,0.199
1935,2,4.018,0.219
1935,3,5.296,0.228
1935,4,7.670999999999999,0.254
1935,5,10.785,0.285
1935,6,13.181,0.25
1935,7,14.197,0.323
1935,8,13.656,0.324
1935,9,11.889,0.25
1935,10,9.402999999999999,0.187
1935,11,5.369000000000001,0.206
1935,12,3.324,0.217
1936,1,2.154,0.184
1936,2,2.438,0.219
1936,3,4.932,0.249
1936,4,8.017999999999999,0.254
1936,5,11.144,0.289
1936,6,13.241,0.25
1936,7,14.504,0.324
1936,8,13.735000000000001,0.331
1936,9,11.905999999999999,0.252
1936,10,9.376,0.208
1936,11,6.133,0.202
1936,12,3.806,0.191
1937,1,2.334,0.192
1937,2,3.458,0.224
1937,3,4.775,0.229
1937,4,8.032,0.248
1937,5,11.293,0.294
1937,6,13.474,0.266
1937,7,14.254999999999999,0.329
1937,8,13.893,0.331
1937,9,12.29,0.254
1937,10,9.632,0.197
1937,11,6.259,0.209
1937,12,3.367,0.2
1938,1,2.787,0.189
1938,2,3.31,0.22
1938,3,5.571000000000001,0.205
1938,4,8.802999999999999,0.263
1938,5,11.360999999999999,0.285
1938,6,13.2,0.25
1938,7,14.341999999999999,0.322
1938,8,13.843,0.33
1938,9,12.312,0.249
1938,10,9.687999999999999,0.183
1938,11,6.454000000000001,0.197
1938,12,3.419,0.191
1939,1,2.826,0.188
1939,2,3.16,0.195
1939,3,4.844,0.203
1939,4,8.229999999999999,0.249
1939,5,11.424999999999999,0.28
1939,6,13.439,0.242
1939,7,14.290999999999999,0.316
1939,8,13.828000000000001,0.331
1939,9,11.850999999999999,0.247
1939,10,9.132,0.181
1939,11,6.083,0.201
1939,12,4.83,0.188
1940,1,2.213,0.195
1940,2,3.302,0.218
1940,3,5.2860000000000005,0.193
1940,4,8.604999999999999,0.25
1940,5,11.215,0.28
1940,6,13.464,0.243
1940,7,14.479999999999999,0.317
1940,8,13.743,0.327
1940,9,12.19,0.246
1940,10,9.379999999999999,0.193
1940,11,5.989,0.211
1940,12,4.023,0.194
1941,1,2.632,0.181
1941,2,3.529,0.196
1941,3,5.099,0.194
1941,4,8.424999999999999,0.261
1941,5,11.37,0.281
1941,6,13.51,0.241
1941,7,14.565,0.316
1941,8,13.907,0.325
1941,9,11.715,0.248
1941,10,9.599,0.187
1941,11,5.849,0.188
1941,12,3.571,0.202
1942,1,2.984,0.179
1942,2,2.777,0.207
1942,3,5.180000000000001,0.183
1942,4,8.314,0.247
1942,5,11.215,0.281
1942,6,13.454,0.239
1942,7,14.1,0.318
1942,8,13.666,0.325
1942,9,12.036,0.245
1942,10,9.524,0.195
1942,11,6.293,0.194
1942,12,3.809,0.195
1943,1,2.267,0.191
1943,2,3.434,0.202
1943,3,5.022,0.184
1943,4,8.545,0.243
1943,5,11.366999999999999,0.278
1943,6,13.032,0.242
1943,7,14.322999999999999,0.321
1943,8,13.658000000000001,0.323
1943,9,11.971,0.244
1943,10,9.812,0.18
1943,11,6.1610000000000005,0.199
1943,12,4.1370000000000005,0.208
1944,1,3.422,0.186
1944,2,3.468,0.197
1944,3,5.430000000000001,0.191
1944,4,8.331,0.239
1944,5,11.248999999999999,0.284
1944,6,13.354,0.235
1944,7,14.331,0.31
1944,8,13.913,0.318
1944,9,12.337,0.24
1944,10,9.700999999999999,0.173
1944,11,5.993,0.199
1944,12,3.343,0.196
1945,1,2.399,0.192
1945,2,2.536,0.2
1945,3,5.095000000000001,0.182
1945,4,8.540999999999999,0.238
1945,5,10.975,0.277
1945,6,13.208,0.237
1945,7,14.091,0.31
1945,8,14.179,0.319
1945,9,12.086,0.243
1945,10,9.471,0.174
1945,11,5.970000000000001,0.195
1945,12,3.045,0.194
1946,1,2.879,0.18
1946,2,3.346,0.185
1946,3,5.115,0.186
1946,4,8.716999999999999,0.233
1946,5,11.243,0.269
1946,6,13.168,0.233
1946,7,14.264999999999999,0.307
1946,8,13.700000000000001,0.323
1946,9,11.95,0.233
1946,10,9.177999999999999,0.175
1946,11,6.147,0.187
1946,12,3.0700000000000003,0.186
1947,1,2.501,0.19
1947,2,3.1790000000000003,0.188
1947,3,5.6690000000000005,0.176
1947,4,8.572,0.231
1947,5,11.212,0.268
1947,6,13.317,0.24
1947,7,14.229999999999999,0.302
1947,8,13.716000000000001,0.317
1947,9,12.054,0.233
1947,10,9.91,0.173
1947,11,6.3340000000000005,0.186
1947,12,3.551,0.18
1948,1,3.263,0.175
1948,2,3.101,0.179
1948,3,4.815,0.17
1948,4,8.373,0.228
1948,5,11.405,0.265
1948,6,13.525,0.23
1948,7,14.292,0.296
1948,8,13.756,0.306
1948,9,12.022,0.224
1948,10,9.466999999999999,0.161
1948,11,6.096,0.18
1948,12,3.4,0.188
1949,1,3.116,0.185
1949,2,2.645,0.186
1949,3,4.932,0.18
1949,4,8.219,0.228
1949,5,11.187,0.262
1949,6,13.092,0.226
1949,7,14.072,0.292
1949,8,13.700000000000001,0.301
1949,9,11.817,0.222
1949,10,9.428999999999998,0.155
1949,11,6.059,0.176
1949,12,3.361,0.176
1950,1,1.9140000000000001,0.18
1950,2,2.6340000000000003,0.173
1950,3,5.131,0.14
1950,4,8.008,0.198
1950,5,11.168999999999999,0.225
1950,6,13.254,0.197
1950,7,14.020999999999999,0.267
1950,8,13.327,0.263
1950,9,11.850999999999999,0.203
1950,10,9.062999999999999,0.154
1950,11,5.316000000000001,0.165
1950,12,3.455,0.168
1951,1,2.033,0.154
1951,2,2.233,0.16
1951,3,4.986000000000001,0.144
1951,4,8.269,0.208
1951,5,11.42,0.227
1951,6,13.179,0.208
1951,7,14.146999999999998,0.291
1951,8,13.913,0.255
1951,9,12.212,0.232
1951,10,9.591,0.184
1951,11,6.135000000000001,0.198
1951,12,4.232,0.17
1952,1,2.951,0.163
1952,2,3.2880000000000003,0.188
1952,3,4.854,0.174
1952,4,8.383999999999999,0.237
1952,5,11.235999999999999,0.266
1952,6,13.363,0.229
1952,7,14.458,0.304
1952,8,13.881,0.314
1952,9,12.161999999999999,0.231
1952,10,9.065999999999999,0.175
1952,11,5.365,0.195
1952,12,3.579,0.186
1953,1,2.87,0.176
1953,2,3.5380000000000003,0.192
1953,3,5.626,0.176
1953,4,8.780999999999999,0.238
1953,5,11.402999999999999,0.27
1953,6,13.513,0.233
1953,7,14.282,0.303
1953,8,13.962000000000002,0.309
1953,9,12.11,0.233
1953,10,9.514999999999999,0.166
1953,11,5.854,0.184
1953,12,3.922,0.188
1954,1,1.947,0.189
1954,2,2.9730000000000003,0.183
1954,3,5.007000000000001,0.169
1954,4,8.072,0.235
1954,5,10.895,0.216
1954,6,13.302999999999999,0.21
1954,7,14.142,0.248
1954,8,13.760000000000002,0.262
1954,9,12.009,0.225
1954,10,9.479,0.147
1954,11,6.524,0.158
1954,12,3.488,0.175
1955,1,3.31,0.145
1955,2,3.0580000000000003,0.109
1955,3,4.484,0.112
1955,4,8.006,0.151
1955,5,11.071,0.206
1955,6,13.445,0.166
1955,7,14.141,0.199
1955,8,14.191,0.238
1955,9,11.844999999999999,0.152
1955,10,9.641,0.112
1955,11,5.907,0.184
1955,12,3.237,0.145
1956,1,2.382,0.093
1956,2,2.6950000000000003,0.077
1956,3,4.804,0.086
1956,4,7.818,0.116
1956,5,10.597999999999999,0.2
1956,6,13.099,0.161
1956,7,14.081999999999999,0.1
1956,8,13.098,0.117
1956,9,11.677999999999999,0.066
1956,10,8.844,0.079
1956,11,5.6690000000000005,0.148
1956,12,3.48,0.043
1957,1,2.357,0.117
1957,2,3.0180000000000002,0.095
1957,3,4.91,0.061
1957,4,8.17,0.069
1957,5,11.107,0.103
1957,6,13.562,0.079
1957,7,13.985,0.211
1957,8,13.863000000000001,0.111
1957,9,12.116999999999999,0.134
1957,10,9.301,0.116
1957,11,6.288,0.151
1957,12,4.228,0.05
1958,1,3.46,0.095
1958,2,3.5780000000000003,0.101
1958,3,5.34,0.037
1958,4,8.418999999999999,0.114
1958,5,11.401,0.12
1958,6,13.046,0.117
1958,7,14.293,0.147
1958,8,13.476,0.119
1958,9,11.729,0.099
1958,10,9.283,0.065
1958,11,6.208,0.086
1958,12,3.759,0.111
1959,1,2.902,0.14
1959,2,3.273,0.078
1959,3,5.79,0.051
1959,4,8.738999999999999,0.126
1959,5,11.257,0.061
1959,6,13.485,0.077
1959,7,14.356,0.099
1959,8,13.788,0.065
1959,9,11.857,0.107
1959,10,9.087,0.092
1959,11,5.699,0.098
1959,12,3.72,0.135
1960,1,2.646,0.116
1960,2,3.733,0.182
1960,3,4.196,0.069
1960,4,7.986999999999999,0.096
1960,5,10.764999999999999,0.125
1960,6,13.323,0.105
1960,7,14.09,0.041
1960,8,13.731,0.081
1960,9,12.007,0.085
1960,10,9.391,0.083
1960,11,5.764,0.129
1960,12,4.188,0.101
1961,1,2.86,0.065
1961,2,3.619,0.076
1961,3,5.436,0.096
1961,4,8.532,0.181
1961,5,11.506,0.16
1961,6,13.581,0.124
1961,7,14.208,0.076
1961,8,13.780000000000001,0.103
1961,9,12.152,0.083
1961,10,9.184,0.16
1961,11,6.128,0.031
1961,12,3.412,0.063
1962,1,2.908,0.087
1962,2,3.585,0.086
1962,3,5.429,0.076
1962,4,8.44,0.097
1962,5,11.025,0.076
1962,6,13.341,0.207
1962,7,14.116,0.063
1962,8,13.621,0.076
1962,9,11.897,0.228
1962,10,9.36,0.14
1962,11,6.198,0.079
1962,12,3.85,0.118
1963,1,2.791,0.109
1963,2,3.934,0.065
1963,3,5.015000000000001,0.074
1963,4,8.068,0.185
1963,5,10.937,0.076
1963,6,13.29,0.133
1963,7,14.413,0.08
1963,8,14.235000000000001,0.062
1963,9,12.478,0.171
1963,10,9.837,0.086
1963,11,6.438000000000001,0.097
1963,12,3.66,0.075
1964,1,2.747,0.135
1964,2,2.9810000000000003,0.099
1964,3,4.746,0.072
1964,4,7.7749999999999995,0.156
1964,5,10.804,0.079
1964,6,13.391,0.131
1964,7,14.219999999999999,0.083
1964,8,13.575000000000001,0.32
1964,9,11.501,0.089
1964,10,8.715,0.051
1964,11,5.888,0.047
1964,12,3.348,0.066
1965,1,2.774,0.076
1965,2,2.952,0.071
1965,3,5.093,0.129
1965,4,7.879999999999999,0.049
1965,5,11.097,0.271
1965,6,13.216,0.204
1965,7,13.972999999999999,0.236
1965,8,13.727,0.056
1965,9,11.626999999999999,0.116
1965,10,9.423,0.079
1965,11,5.79,0.207
1965,12,3.698,0.113
1966,1,2.398,0.098
1966,2,3.218,0.108
1966,3,5.472,0.109
1966,4,8.077,0.076
1966,5,11.121,0.112
1966,6,13.431,0.209
1966,7,14.520999999999999,0.124
1966,8,13.681000000000001,0.091
1966,9,12.067,0.092
1966,10,9.036999999999999,0.129
1966,11,5.916,0.056
1966,12,3.315,0.099
1967,1,2.646,0.091
1967,2,2.8640000000000003,0.141
1967,3,5.3660000000000005,0.063
1967,4,8.34,0.096
1967,5,11.552999999999999,0.139
1967,6,13.097,0.092
1967,7,14.286999999999999,0.075
1967,8,13.661000000000001,0.116
1967,9,11.998999999999999,0.066
1967,10,9.734,0.073
1967,11,6.121,0.068
1967,12,3.84,0.073
1968,1,2.279,0.09
1968,2,3.173,0.128
1968,3,6.074,0.058
1968,4,8.376999999999999,0.197
1968,5,10.919,0.148
1968,6,13.158,0.13
1968,7,13.87,0.049
1968,8,13.432,0.108
1968,9,11.475999999999999,0.103
1968,10,9.389,0.207
1968,11,5.855,0.059
1968,12,3.18,0.056
1969,1,1.9,0.088
1969,2,2.374,0.067
1969,3,5.027,0.136
1969,4,8.488999999999999,0.096
1969,5,11.285,0.072
1969,6,13.383,0.158
1969,7,14.131,0.094
1969,8,13.779,0.07
1969,9,11.949,0.077
1969,10,9.42,0.07
1969,11,6.37,0.086
1969,12,4.141,0.103
1970,1,2.766,0.077
1970,2,3.717,0.087
1970,3,5.228000000000001,0.119
1970,4,8.497,0.116
1970,5,11.116999999999999,0.068
1970,6,13.427,0.08
1970,7,14.341999999999999,0.066
1970,8,13.598,0.069
1970,9,12.218,0.063
1970,10,9.302,0.053
1970,11,5.996,0.05
1970,12,3.447,0.056
1971,1,2.902,0.068
1971,2,2.825,0.081
1971,3,4.954000000000001,0.061
1971,4,8.241999999999999,0.081
1971,5,11.133,0.101
1971,6,13.035,0.084
1971,7,14.091999999999999,0.075
1971,8,13.832,0.072
1971,9,12.068,0.109
1971,10,9.327,0.06
1971,11,6.239,0.056
1971,12,3.8040000000000003,0.067
1972,1,1.815,0.109
1972,2,2.515,0.045
1972,3,5.164000000000001,0.151
1972,4,8.263,0.063
1972,5,11.094,0.095
1972,6,13.418,0.096
1972,7,14.174,0.094
1972,8,14.126000000000001,0.12
1972,9,11.854,0.124
1972,10,9.263,0.145
1972,11,5.747,0.048
1972,12,3.7270000000000003,0.049
1973,1,2.97,0.094
1973,2,3.834,0.07
1973,3,5.795,0.041
1973,4,8.892,0.101
1973,5,11.705,0.057
1973,6,13.776,0.061
1973,7,14.392,0.065
1973,8,13.819,0.11
1973,9,12.084999999999999,0.073
1973,10,9.549,0.125
1973,11,6.182,0.06
1973,12,3.794,0.068
1974,1,2.216,0.066
1974,2,2.5090000000000003,0.071
1974,3,5.123,0.138
1974,4,8.283,0.091
1974,5,11.116999999999999,0.1
1974,6,13.338,0.076
1974,7,14.242999999999999,0.091
1974,8,13.966000000000001,0.121
1974,9,11.696,0.124
1974,10,9.069999999999999,0.066
1974,11,5.828,0.078
1974,12,3.468,0.141
1975,1,3.001,0.096
1975,2,3.366,0.099
1975,3,5.647,0.065
1975,4,8.526,0.102
1975,5,11.7,0.089
1975,6,13.499,0.163
1975,7,14.286999999999999,0.13
1975,8,13.428,0.135
1975,9,12.077,0.092
1975,10,9.282,0.084
1975,11,5.881,0.023
1975,12,3.648,0.077
1976,1,2.873,0.111
1976,2,3.0380000000000003,0.059
1976,3,4.471,0.095
1976,4,8.197999999999999,0.079
1976,5,10.870999999999999,0.143
1976,6,13.019,0.084
1976,7,14.145,0.25
1976,8,13.472000000000001,0.218
1976,9,11.843,0.071
1976,10,8.481,0.146
1976,11,5.641,0.048
1976,12,3.666,0.085
1977,1,2.48,0.11
1977,2,3.482,0.104
1977,3,5.686,0.092
1977,4,8.786999999999999,0.057
1977,5,11.719,0.249
1977,6,13.84,0.067
1977,7,14.610999999999999,0.068
1977,8,14.081000000000001,0.081
1977,9,11.818,0.066
1977,10,9.142999999999999,0.083
1977,11,6.522,0.068
1977,12,3.721,0.098
1978,1,2.709,0.115
1978,2,3.451,0.078
1978,3,5.582,0.071
1978,4,8.75,0.138
1978,5,11.327,0.073
1978,6,13.154,0.076
1978,7,14.318,0.186
1978,8,13.260000000000002,0.068
1978,9,11.984,0.085
1978,10,9.312999999999999,0.069
1978,11,6.34,0.093
1978,12,3.734,0.104
1979,1,2.69,0.081
1979,2,2.8360000000000003,0.089
1979,3,5.391,0.097
1979,4,8.415,0.091
1979,5,11.086,0.109
1979,6,13.374,0.111
1979,7,14.038,0.059
1979,8,13.81,0.049
1979,9,12.200999999999999,0.071
1979,10,9.53,0.112
1979,11,6.283,0.083
1979,12,4.57,0.05
1980,1,2.95,0.117
1980,2,3.661,0.062
1980,3,5.317,0.16
1980,4,8.892,0.257
1980,5,11.806,0.195
1980,6,13.548,0.16
1980,7,14.783999999999999,0.325
1980,8,14.206000000000001,0.365
1980,9,12.292,0.1
1980,10,9.568999999999999,0.127
1980,11,6.720000000000001,0.097
1980,12,4.031,0.057
1981,1,3.8289999999999997,0.07
1981,2,4.035,0.086
1981,3,6.176,0.12
1981,4,8.859,0.052
1981,5,11.469999999999999,0.121
1981,6,13.718,0.136
1981,7,14.681,0.081
1981,8,14.491000000000001,0.153
1981,9,12.161999999999999,0.134
1981,10,9.324,0.095
1981,11,6.2410000000000005,0.072
1981,12,4.555,0.065
1982,1,2.545,0.071
1982,2,3.2840000000000003,0.078
1982,3,4.84,0.095
1982,4,8.405999999999999,0.093
1982,5,11.312,0.076
1982,6,13.246,0.093
1982,7,14.511999999999999,0.065
1982,8,13.769,0.071
1982,9,12.006,0.069
1982,10,9.202,0.039
1982,11,5.972,0.054
1982,12,4.346,0.099
1983,1,3.423,0.055
1983,2,3.817,0.075
1983,3,5.632000000000001,0.058
1983,4,8.638,0.056
1983,5,11.681,0.075
1983,6,13.44,0.062
1983,7,14.325999999999999,0.087
1983,8,14.282,0.097
1983,9,12.68,0.109
1983,10,9.463,0.09
1983,11,6.75,0.101
1983,12,3.862,0.075
1984,1,2.9370000000000003,0.053
1984,2,3.067,0.051
1984,3,5.6370000000000005,0.111
1984,4,8.365,0.174
1984,5,11.949,0.117
1984,6,13.33,0.163
1984,7,14.373,0.108
1984,8,13.905000000000001,0.068
1984,9,11.994,0.07
1984,10,9.357999999999999,0.101
1984,11,5.821000000000001,0.053
1984,12,3.154,0.058
1985,1,3.034,0.066
1985,2,2.6710000000000003,0.041
1985,3,5.385000000000001,0.077
1985,4,8.565,0.097
1985,5,11.378,0.078
1985,6,13.559,0.141
1985,7,13.937,0.109
1985,8,14.019,0.096
1985,9,11.921,0.1
1985,10,9.319999999999999,0.071
1985,11,5.978000000000001,0.098
1985,12,3.826,0.088
1986,1,3.338,0.133
1986,2,4.017,0.05
1986,3,5.7780000000000005,0.078
1986,4,8.822999999999999,0.056
1986,5,11.558,0.129
1986,6,13.379,0.125
1986,7,14.274999999999999,0.078
1986,8,13.937000000000001,0.111
1986,9,11.807,0.113
1986,10,9.306999999999999,0.1
1986,11,5.94,0.033
1986,12,3.7960000000000003,0.058
1987,1,3.162,0.078
1987,2,4.157,0.045
1987,3,5.248,0.056
1987,4,8.539,0.069
1987,5,11.475999999999999,0.055
1987,6,13.898,0.082
1987,7,14.847999999999999,0.078
1987,8,13.862,0.116
1987,9,12.443999999999999,0.098
1987,10,9.623,0.06
1987,11,6.055000000000001,0.057
1987,12,4.496,0.056
1988,1,3.5,0.029
1988,2,3.452,0.064
1988,3,5.896,0.077
1988,4,8.972,0.07
1988,5,11.815,0.108
1988,6,14.046,0.077
1988,7,14.729999999999999,0.053
1988,8,14.484,0.09
1988,9,12.699,0.063
1988,10,9.982,0.104
1988,11,6.300000000000001,0.057
1988,12,4.382,0.037
1989,1,2.709,0.066
1989,2,3.619,0.041
1989,3,5.748,0.083
1989,4,8.671,0.073
1989,5,11.227,0.101
1989,6,13.409,0.08
1989,7,14.587,0.097
1989,8,14.127,0.108
1989,9,12.395999999999999,0.095
1989,10,9.748,0.067
1989,11,6.195,0.075
1989,12,4.462,0.092
1990,1,3.266,0.077
1990,2,3.6910000000000003,0.067
1990,3,6.7090000000000005,0.099
1990,4,9.157,0.076
1990,5,11.818999999999999,0.084
1990,6,13.847,0.117
1990,7,14.748,0.142
1990,8,14.074000000000002,0.079
1990,9,12.193,0.098
1990,10,9.849,0.098
1990,11,6.886,0.145
1990,12,4.4190000000000005,0.048
1991,1,3.268,0.064
1991,2,4.105,0.066
1991,3,5.57,0.1
1991,4,9.229999999999999,0.056
1991,5,11.571,0.063
1991,6,14.254,0.057
1991,7,14.966999999999999,0.113
1991,8,14.296000000000001,0.069
1991,9,12.657,0.079
1991,10,9.756,0.074
1991,11,6.416,0.068
1991,12,4.0760000000000005,0.062
1992,1,3.599,0.061
1992,2,3.873,0.141
1992,3,5.889,0.134
1992,4,8.551,0.082
1992,5,11.484,0.087
1992,6,13.553,0.06
1992,7,14.115,0.081
1992,8,13.74,0.086
