nflId,height,weight,birthDate,collegeName,officialPosition,displayName,height_inches
45536,6-3,225,1993-11-21,Central Michigan,QB,Cooper Rush,75.0
45550,6-6,329,1995-02-10,Massachusetts,T,Elijah Wilkinson,78.0
45555,6-1,194,1993-04-20,Kentucky Wesleyan,WR,Keelan Cole,73.0
45571,6-2,196,1995-01-06,Brigham Young,CB,Michael Davis,74.0
45573,5-10,200,1995-05-17,"Western State, Colo.",RB,Austin Ekeler,70.0
45594,6-4,255,1993-12-15,Temple,TE,Colin Thompson,76.0
45599,5-10,220,1994-11-02,Wisconsin,RB,Corey Clement,70.0
45607,5-11,190,1995-07-12,Houston,WR,Greg Ward,71.0
45630,6-7,317,1994-05-16,Toledo,T,Storm Norton,79.0
45635,6-5,237,1994-04-30,Indiana State,TE,Robert Tonyan,77.0
45719,5-10,205,1994-05-04,Wisconsin,RB,Dare Ogunbowale,70.0
45785,6-6,220,1995-03-15,Wisconsin-Platteville,TE,Dan Arnold,78.0
46070,6-1,215,1995-04-14,Oklahoma,QB,Baker Mayfield,73.0
46071,5-11,233,1997-02-09,Penn State,RB,Saquon Barkley,71.0
46072,6-3,225,1997-06-05,Southern California,QB,Sam Darnold,75.0
46073,5-11,191,1997-04-28,Ohio State,CB,Denzel Ward,71.0
46074,6-4,275,1996-06-24,North Carolina State,OLB,Bradley Chubb,76.0
46075,6-5,330,1996-03-19,Notre Dame,G,Quenton Nelson,77.0
46076,6-5,237,1996-05-21,Wyoming,QB,Josh Allen,77.0
46077,6-0,230,1997-04-08,Georgia,ILB,Roquan Smith,72.0
46078,6-8,315,1995-01-12,Notre Dame,T,Mike McGlinchey,80.0
46079,6-4,226,1997-02-10,UCLA,QB,Josh Rosen,76.0
46080,6-1,207,1996-11-17,Alabama,SS,Minkah Fitzpatrick,73.0
46081,6-4,347,1995-02-05,Washington,NT,Vita Vea,76.0
46082,6-3,320,1997-05-27,Alabama,DT,Daron Payne,75.0
46083,6-6,265,1996-09-04,Texas-San Antonio,DE,Marcus Davenport,78.0
46084,6-8,325,1995-10-09,UCLA,T,Kolton Miller,80.0
46085,6-5,250,1998-05-02,Virginia Tech,MLB,Tremaine Edmunds,77.0
46086,6-2,215,1996-08-03,Florida State,FS,Derwin James,74.0
46087,5-10,196,1997-02-09,Louisville,CB,Jaire Alexander,70.0
46088,6-4,256,1996-02-08,Boise State,OLB,Leighton Vander Esch,76.0
46089,6-5,311,1996-05-17,Arkansas,C,Frank Ragnow,77.0
46090,6-4,312,1994-10-11,Ohio State,C,Billy Price,76.0
46091,6-2,234,1995-11-08,Alabama,ILB,Rashaan Evans,74.0
46092,6-2,310,1995-12-09,Georgia,T,Isaiah Wynn,74.0
46093,5-11,215,1997-04-14,Maryland,WR,D.J. Moore,71.0
46094,6-4,245,1993-08-24,South Carolina,TE,Hayden Hurst,76.0
46095,6-1,190,1994-12-20,Alabama,WR,Calvin Ridley,73.0
46096,5-11,220,1996-02-02,San Diego State,RB,Rashaad Penny,71.0
46097,6-1,217,1997-01-20,Virginia Tech,SS,Terrell Edmunds,73.0
46098,6-4,291,1996-03-11,Florida,DT,Taven Bryan,76.0
46099,5-10,191,1997-02-11,Central Florida,CB,Mike Hughes,70.0
46100,5-11,215,1995-02-17,Georgia,RB,Sony Michel,71.0
46101,6-2,212,1997-01-07,Louisville,QB,Lamar Jackson,74.0
46102,6-4,305,1995-09-05,Nevada,G,Austin Corbett,76.0
46103,6-2,327,1995-09-02,Texas-El Paso,G,Will Hernandez,74.0
46104,5-11,225,1995-12-27,Georgia,RB,Nick Chubb,71.0
46105,6-2,230,1995-07-27,South Carolina State,MLB,Shaquille Leonard,74.0
46106,6-6,315,1996-03-25,Auburn,T,Braden Smith,78.0
46107,5-11,208,1997-08-03,Southern California,RB,Ronald Jones,71.0
46108,6-3,305,1997-09-13,Iowa,G,James Daniels,75.0
46109,6-4,216,1995-10-10,Southern Methodist,WR,Courtland Sutton,76.0
46110,6-2,250,1996-06-05,Boston College,OLB,Harold Landry,74.0
46111,6-6,252,1995-10-03,Penn State,TE,Mike Gesicki,78.0
46113,6-1,195,1995-10-23,Washington,WR,Dante Pettis,73.0
46116,5-11,200,1996-11-18,Texas A&amp;M,WR,Christian Kirk,71.0
46117,6-2,251,1996-12-28,Southern California,OLB,Uchenna Nwosu,74.0
46118,6-5,256,1995-01-03,South Dakota State,TE,Dallas Goedert,77.0
46119,6-5,298,1997-05-12,Texas,G,Connor Williams,77.0
46120,5-11,199,1994-10-09,Memphis,WR,Anthony Miller,71.0
46121,6-5,248,1995-07-11,Rutgers,DE,Kemoko Turay,77.0
46122,5-11,205,1995-09-16,North Carolina,SS,M.J. Stewart,71.0
46123,6-1,200,1997-02-26,Wake Forest,FS,Jessie Bates,73.0
46124,5-10,180,1995-11-08,Louisiana State,CB,Donte Jackson,70.0
46127,6-0,210,1996-09-30,Colorado,CB,Isaiah Oliver,72.0
46129,5-11,213,1996-04-02,Oklahoma State,WR,James Washington,71.0
46130,6-4,198,1996-09-23,Louisiana State,WR,D.J. Chark,76.0
46131,6-7,297,1995-09-15,Pittsburgh,T,Brian O'Neill,79.0
46132,6-1,206,1996-12-31,Auburn,CB,Carlton Davis,73.0
46133,6-3,277,1995-01-30,Ohio State,DE,Tyquan Lewis,75.0
46134,6-8,320,1995-10-21,North Carolina A&amp;T,T,Brandon Parker,80.0
46135,6-5,250,1995-12-10,Georgia,OLB,Lorenzo Carter,77.0
46137,6-1,204,1997-02-15,Stanford,SS,Justin Reid,73.0
46138,6-3,311,1995-04-20,North Carolina State,DT,B.J. Hill,75.0
46139,6-3,236,1996-11-19,Brigham Young,MLB,Fred Warner,75.0
46140,6-0,238,1996-02-24,Oregon,RB,Royce Freeman,72.0
46141,6-4,315,1993-10-09,Fort Hays State,DT,Nathan Shepherd,76.0
46142,6-2,225,1996-12-25,Ohio State,ILB,Jerome Baker,74.0
46143,6-6,315,1996-09-10,Louisville,T,Geron Christian,78.0
46144,6-1,310,1996-05-09,Florida State,DT,Derrick Nnadi,73.0
46146,6-5,265,1995-06-29,Ohio State,DE,Sam Hubbard,77.0
46148,6-4,279,1997-05-15,Southern California,DE,Rasheem Green,76.0
46150,6-1,200,1996-03-04,Colorado State,WR,Michael Gallup,73.0
46151,6-1,210,1995-02-01,Louisiana-Lafayette,FS,Tracy Walker,73.0
46152,6-8,345,1996-05-02,Oklahoma,T,Orlando Brown,80.0
46153,6-3,309,1996-08-28,North Carolina State,DT,Justin Jones,75.0
46155,6-5,255,1995-09-06,Oklahoma,TE,Mark Andrews,77.0
46156,6-5,240,1996-05-03,Louisiana State,DE,Arden Key,77.0
46157,6-3,233,1995-03-21,Vanderbilt,ILB,Oren Burks,75.0
46158,6-5,321,1995-06-19,Texas Christian,T,Joseph Noteboom,77.0
46160,6-2,210,1996-01-07,Central Florida,WR,Tre'Quan Smith,74.0
46161,6-6,320,1997-08-08,Western Michigan,T,Chukwuma Okorafor,78.0
46162,6-3,214,1997-04-18,Alabama,SS,Ronnie Harrison,75.0
46163,6-6,305,1995-01-27,Humboldt State,G,Alex Cappa,78.0
46165,6-3,307,1996-01-25,Stanford,DT,Harrison Phillips,75.0
46166,6-5,292,1996-03-28,Michigan,C,Mason Cole,77.0
46167,6-4,243,1992-04-19,Central Florida,TE,Jordan Akins,76.0
46168,6-1,190,1996-02-20,Boston College,CB,Isaac Yiadom,73.0
46169,6-1,220,1994-09-04,Clemson,OLB,Dorian O'Daniel,73.0
46170,6-3,260,1996-06-06,Indiana,TE,Ian Thomas,75.0
46171,6-5,283,1996-01-25,Ohio State,DE,Jalyn Holmes,77.0
46172,5-11,180,1997-01-14,Texas Tech,WR,Keke Coutee,71.0
46173,5-9,198,1996-11-12,North Carolina State,RB,Nyheim Hines,69.0
46175,6-1,236,1994-12-25,Iowa,ILB,Josey Jewell,73.0
46176,6-4,252,1996-02-23,Miami,TE,Christopher Herndon,76.0
46180,6-2,302,1995-10-11,Michigan State,C,Brian Allen,74.0
46183,6-3,297,1995-11-14,Alabama,DE,Da'Shawn Hand,75.0
46185,6-4,255,1997-06-10,Kansas,DE,Dorance Armstrong,76.0
46186,5-10,198,1997-03-18,Pittsburgh,SS,Jordan Whitehead,70.0
46187,5-11,178,1994-11-30,Alabama,CB,Anthony Averett,71.0
46188,6-2,216,1996-03-24,West Virginia,ILB,Kyzir White,74.0
46189,6-4,267,1996-07-08,Washington,TE,Will Dissly,76.0
46190,5-11,192,1996-07-27,Weber State,CB,Taron Johnson,71.0
46191,6-1,235,1994-11-15,UCLA,ILB,Kenny Young,73.0
46192,6-6,260,1995-08-09,Notre Dame,TE,Durham Smythe,78.0
46193,5-11,205,1996-03-19,Texas A&amp;M,SS,Armani Watts,71.0
46194,5-9,184,1996-03-31,Pittsburgh,CB,Avonte Maddox,69.0
46197,6-2,287,1996-05-08,North Carolina State,DE,Kentavius Street,74.0
46198,6-6,303,1996-01-04,North Carolina State,T,Will Richardson,78.0
46199,6-5,253,1997-03-29,Florida State,DE,Josh Sweat,77.0
46200,6-2,230,1995-12-22,Arizona State,RB,Kalen Ballage,74.0
46203,5-9,210,1996-04-13,Fordham,RB,Chase Edmonds,69.0
46204,6-4,288,1996-09-26,Stephen F. Austin,DE,John Franklin-Myers,76.0
46205,6-2,235,1993-12-16,Mississippi,DE,Marquis Haynes,74.0
46206,6-5,242,1996-07-11,Stanford,TE,Dalton Schultz,77.0
46209,6-2,291,1995-05-09,Michigan,DT,Maurice Hurst,74.0
46211,5-9,188,1996-11-11,Kansas State,CB,D.J. Reed,69.0
46212,6-2,255,1996-08-24,Purdue,ILB,Ja'Whaun Bentley,74.0
46214,6-3,313,1996-09-14,Delaware,DE,Bilal Nichols,75.0
46215,6-3,203,1995-06-02,Oklahoma State,CB,Tre Flowers,75.0
46216,6-0,244,1995-01-25,Virginia,ILB,Micah Kiser,72.0
46219,6-0,250,1995-04-26,Memphis,OLB,Genard Avery,72.0
46221,6-1,209,1995-04-27,Arizona,SS,Dane Cruikshank,73.0
46223,6-0,205,1994-08-04,Jacksonville State,CB,Siran Neal,72.0
46226,6-3,254,1995-07-30,Central Michigan,TE,Tyler Conklin,75.0
46229,6-1,253,1995-04-24,Oklahoma,OLB,Ogbonnia Okoronkwo,73.0
46230,6-0,225,1995-01-14,Maryland,MLB,Jermaine Carter,72.0
46232,6-3,308,1997-07-11,Virginia Tech,DT,Tim Settle,75.0
46235,6-4,315,1994-11-21,Virginia Tech,G,Wyatt Teller,76.0
46237,6-4,293,1996-06-04,Ohio State,T,Jamarco Jones,76.0
46238,6-1,217,1994-07-18,Mississippi,RB,Jordan Wilkins,73.0
46239,5-10,190,1995-06-26,Western Michigan,CB,Darius Phillips,70.0
46240,6-4,225,1995-03-25,Western Kentucky,QB,Mike White,76.0
46243,6-4,207,1994-10-10,South Florida,WR,Marquez Valdes-Scantling,76.0
46249,6-4,318,1995-03-04,Connecticut,DT,Folorunso Fatukasi,76.0
46250,6-3,260,1994-10-11,Utah,OLB,Kylie Fitts,75.0
46253,6-0,208,1994-06-09,Florida,OLB,Marcell Harris,72.0
46255,6-2,242,1995-12-11,Temple,DE,Jacob Martin,74.0
46256,5-9,190,1996-10-15,Clemson,WR,Ray-Ray McCloud,69.0
46259,6-1,210,1997-04-21,Texas,FS,DeShon Elliott,73.0
46263,6-0,184,1996-01-22,Louisiana State,WR,Russell Gage,72.0
46264,6-4,310,1995-03-21,Rutgers,NT,Sebastian Joseph,76.0
46265,6-0,190,1996-07-20,Central Arkansas,CB,Tremon Smith,72.0
46267,6-3,320,1997-01-03,Tennessee,G,Reginald McKenzie,75.0
46269,6-2,215,1995-08-02,Yale,ILB,Foyesade Oluokun,74.0
46270,5-6,203,1995-04-27,Louisiana Tech,RB,Boston Scott,66.0
46273,5-11,185,1994-07-23,Virginia State,RB,Trenton Cannon,71.0
46275,6-7,332,1994-12-16,Texas Christian,T,Matt Pryor,79.0
46276,6-5,214,1996-09-30,Notre Dame,WR,Equanimeous St. Brown,77.0
46277,6-5,188,1995-03-10,Boise State,WR,Cedrick Wilson,77.0
46279,5-9,190,1995-10-06,Miami,WR,Braxton Berrios,69.0
46284,6-5,317,1994-11-24,Alabama,C,Bradley Bozeman,77.0
46300,6-1,219,1996-05-10,Texas Christian,ILB,Travin Howard,73.0
46302,6-8,344,1997-03-31,No College,T,Jordan Mailata,80.0
46304,6-0,236,1996-07-02,Syracuse,OLB,Zaire Franklin,72.0
46307,6-6,290,1995-09-07,Ferris State,DT,Zach Sieler,78.0
46312,5-10,185,1996-04-17,Western Carolina,CB,Keion Crossen,70.0
46313,6-4,265,1994-12-23,Southern Methodist,OLB,Justin Lawler,76.0
46314,6-5,311,1995-12-10,Louisiana State,C,Will Clapp,77.0
46320,6-0,200,1996-04-22,Northwestern,RB,Justin Jackson,72.0
46322,6-5,228,1997-02-03,Florida State,WR,Auden Tate,77.0
46323,6-6,305,1995-05-17,Cincinnati,T,Korey Cunningham,78.0
46329,5-9,190,1995-11-17,Southern U.,CB,Danny Johnson,69.0
46331,6-5,240,1995-01-26,San Diego,TE,Ross Dwelley,77.0
46349,6-1,202,1993-11-03,Central Arkansas,FS,George Odum,73.0
46354,5-11,184,1996-03-25,Tennessee,CB,Emmanuel Moseley,71.0
46362,6-5,214,1996-01-06,Alabama,WR,Cam Sims,77.0
46367,5-8,190,1994-07-24,Colorado,RB,Phillip Lindsay,68.0
46369,6-0,207,1996-02-13,Florida State,SS,Trey Marshall,72.0
46376,6-5,285,1995-07-28,Washington,G,Coleman Shelton,77.0
46378,6-0,202,1996-01-18,Mississippi State,SS,J.T. Gray,72.0
46387,6-3,295,1995-05-23,Tennessee,DT,Kendal Vickers,75.0
46394,6-1,181,1996-06-08,Northern Illinois,WR,Christian Blake,73.0
46404,6-2,295,1994-09-01,Alabama,C,J.C. Hassenauer,74.0
46416,6-2,285,1996-07-25,UCLA,OLB,Jacob Tuioti-Mariner,74.0
46424,6-1,235,1996-03-17,Penn State,FB,Jason Cabinda,73.0
46438,6-3,315,1994-11-04,Northwestern,NT,Tyler Lancaster,75.0
46456,5-9,187,1993-03-15,Alabama-Birmingham,CB,Darious Williams,69.0
46457,6-1,248,1997-09-12,Toledo,OLB,Olasunkanmi Adeniyi,73.0
46461,5-10,205,1995-07-30,Cincinnati,RB,Mike Boone,70.0
46487,5-11,310,1995-11-19,Texas,NT,Poona Ford,71.0
46504,6-3,300,1994-01-13,Washington State,DT,Daniel Ekuale,75.0
46521,6-2,233,1995-07-27,Iowa,ILB,Ben Niemann,74.0
46522,6-1,205,1993-11-17,Kansas State,WR,Byron Pringle,73.0
46526,5-11,224,1995-04-15,Louisiana State,RB,Darrel Williams,71.0
46527,6-3,235,1996-09-19,Washington State,OLB,Frankie Luvu,75.0
46536,6-2,245,1994-09-07,Nevada-Las Vegas,FB,Johnny Stanton,74.0
46542,6-3,210,1994-12-26,Temple,WR,Keith Kirkwood,75.0
46543,6-4,280,1995-09-19,Oregon,DE,Henry Mondeaux,76.0
46544,6-4,255,1995-03-06,Western Kentucky,TE,Deon Yelder,76.0
46618,6-2,305,1995-08-18,South Carolina,DT,Taylor Stallworth,74.0
46629,6-5,307,1995-11-27,Nebraska,C,Nick Gates,77.0
46630,5-10,185,1996-02-02,Utah State,CB,Jalen Davis,70.0
46633,6-1,218,1996-03-27,Florida Atlantic,RB,Buddy Howell,73.0
46652,5-11,189,1996-08-07,Georgia State,CB,Chandon Sullivan,71.0
46657,6-0,232,1994-08-09,Sioux Falls,OLB,Dennis Gardeck,72.0
46671,6-1,219,1996-02-26,Vanderbilt,WR,Trent Sherfield,73.0
46672,5-10,205,1996-03-11,Ferris State,CB,Tavierre Thomas,70.0
46674,6-2,214,1996-06-09,Washington,ILB,Ezekiel Turner,74.0
46679,6-2,302,1996-09-16,Southern Methodist,C,Evan Brown,74.0
46680,5-10,205,1996-04-27,Temple,SS,Sean Chandler,70.0
46689,6-6,318,1994-10-05,Iowa,G,Ike Boettger,78.0
46698,6-0,179,1995-06-12,Alabama,CB,Levi Wallace,72.0
46699,6-1,193,02/20/1995,Miami,CB,Dee Delaney,73.0
46700,5-11,185,1996-03-05,Vanderbilt,CB,Tre Herndon,71.0
46705,6-5,227,1995-12-11,Iowa State,WR,Allen Lazard,77.0
46711,6-3,200,1995-12-24,Southern Illinois,SS,Ryan Neal,75.0
46729,6-2,197,1994-09-08,Virginia Tech,CB,Brandon Facyson,74.0
46755,6-5,320,1994-01-25,Grambling,T,Trenton Scott,77.0
46757,6-1,195,1996-05-16,Middle Tennessee,CB,Charvarius Ward,73.0
46772,6-2,255,1995-09-17,Miami,OLB,Trent Harris,74.0
46775,6-1,198,1995-11-17,Maryland,CB,J.C. Jackson,73.0
46778,5-11,202,1995-12-15,Mississippi,FS,A.J. Moore,71.0
46781,6-2,237,1995-12-27,Oregon State,RB,Ryan Nall,74.0
46786,6-4,275,07/16/1995,Old Dominion,DE,Bunmi Rotimi,76.0
46796,6-4,272,1995-12-30,Buffalo,DE,Demone Harris,76.0
46797,6-5,239,1994-11-12,Southern Arkansas,TE,Tanner Hudson,77.0
46798,6-0,212,09/10/1994,Northwestern,RB,Godwin Igwebuike,72.0
46807,6-0,195,1996-02-10,San Jose State,CB,Andre Chachere,72.0
46823,6-0,196,1995-08-04,Southeast Missouri,CB,Mike Ford,72.0
46825,6-0,200,1995-08-13,Nebraska,CB,Chris Jones,72.0
46836,5-9,175,1995-12-20,Texas Tech,WR,Cameron Batson,69.0
46843,6-4,250,1995-10-01,Temple,OLB,Sharif Finch,76.0
46852,6-3,312,1994-02-18,James Madison,G,Aaron Stinnie,75.0
46902,6-1,229,1995-12-14,Western Michigan,OLB,Robert Spillane,73.0
46908,5-10,195,1994-08-08,Utah State,FS,Dallin Leavitt,70.0
46915,6-6,258,1992-12-13,Southeastern Oklahoma,TE,Codey McElroy,78.0
46958,6-2,230,1995-07-23,North Dakota State,MLB,Chris Board,74.0
46992,6-2,205,1995-01-03,Prairie View,WR,KhaDarel Hodge,74.0
46998,6-2,200,1996-01-30,Illinois,WR,Malik Turner,74.0
47016,6-2,255,1991-12-24,Tennessee,ILB,A.J. Johnson,74.0
47180,6-1,200,1995-10-16,Wake Forest,QB,John Wolford,73.0
47605,5-10,208,1996-02-27,South Florida,RB,D'Ernest Johnson,70.0
47749,6-3,255,1994-12-15,Tennessee,FB,Jakob Johnson,75.0
47784,5-10,207,1997-08-07,Oklahoma,QB,Kyler Murray,70.0
47785,6-4,266,1997-10-23,Ohio State,DE,Nick Bosa,76.0
47786,6-3,303,1997-12-21,Alabama,NT,Quinnen Williams,75.0
47787,6-4,265,1997-05-17,Clemson,DE,Clelin Ferrell,76.0
47788,6-0,237,1998-02-17,Louisiana State,ILB,Devin White,72.0
47789,6-5,220,1997-05-27,Duke,QB,Daniel Jones,77.0
47790,6-5,262,1997-07-13,Kentucky,OLB,Josh Allen,77.0
47791,6-5,248,1997-07-03,Iowa,TE,T.J. Hockenson,77.0
47792,6-1,287,1997-12-12,Houston,DT,Ed Oliver,73.0
47793,5-11,233,1998-07-18,Michigan,ILB,Devin Bush,71.0
47794,6-4,305,1997-11-17,Alabama,T,Jonah Williams,76.0
47795,6-5,277,1997-12-03,Michigan,OLB,Rashan Gary,77.0
47796,6-4,315,1995-12-20,Clemson,DT,Christian Wilkins,76.0
47797,6-4,307,1997-02-08,Boston College,G,Chris Lindstrom,76.0
47799,6-5,250,1998-04-23,Florida State,DE,Brian Burns,77.0
47800,6-4,342,1997-11-12,Clemson,DE,Dexter Lawrence,76.0
47801,6-3,305,1995-06-20,North Carolina State,C,Garrett Bradbury,75.0
47802,6-4,300,1997-07-28,Mississippi State,DT,Jeffery Simmons,76.0
47803,6-4,249,1997-11-20,Iowa,TE,Noah Fant,76.0
47804,5-11,200,1997-07-30,Maryland,SS,Darnell Savage,71.0
47805,6-5,315,1995-10-03,Washington State,T,Andre Dillard,77.0
47806,6-5,322,1996-05-23,Alabama State,T,Tytus Howard,77.0
47807,5-10,220,1998-02-11,Alabama,RB,Josh Jacobs,70.0
47808,5-9,170,1997-06-04,Oklahoma,WR,Marquise Brown,69.0
47809,6-6,262,1996-09-04,Mississippi State,DE,Montez Sweat,78.0
47810,6-0,205,1996-10-25,Mississippi State,SS,Johnathan Abram,72.0
47811,6-6,295,1996-10-08,Notre Dame,DT,Jerry Tillery,78.0
47812,6-2,291,1995-09-12,Texas Christian,DE,L.J. Collier,74.0
47813,5-11,180,1997-09-04,Georgia,CB,Deandre Baker,71.0
47814,6-6,306,1995-02-22,Washington,T,Kaleb McGary,78.0
47815,6-4,225,1997-12-17,Arizona State,WR,N'Keal Harry,76.0
47816,5-11,190,1998-01-18,Washington,CB,Byron Murphy,71.0
47817,6-0,190,1996-05-23,Temple,CB,Rock Ya-Sin,72.0
47818,6-5,312,1997-11-25,Florida,T,Jawaan Taylor,77.0
47819,5-11,214,1996-01-15,South Carolina,WR,Deebo Samuel,71.0
47821,6-3,329,1996-12-28,Oklahoma,G,Cody Ford,75.0
47822,6-0,195,1997-06-19,Central Michigan,CB,Sean Murphy-Bunting,72.0
47823,6-2,200,1997-09-20,Clemson,CB,Trayvon Mullen,74.0
47824,6-5,312,1995-07-13,Kansas State,G,Dalton Risner,77.0
47825,6-4,228,1996-11-10,Missouri,QB,Drew Lock,76.0
47826,6-2,250,1996-09-28,Hawaii,MLB,Jahlani Tavai,74.0
47827,6-5,310,1995-12-26,Mississippi State,G,Elgton Jenkins,77.0
47828,6-3,212,1997-12-06,Vanderbilt,CB,Joejuan Williams,75.0
47829,6-2,184,1997-12-03,Louisiana State,CB,Greedy Williams,74.0
47830,6-2,195,1997-07-18,Utah,FS,Marquise Blair,74.0
47831,6-4,315,1997-08-27,Texas A&amp;M,C,Erik McCoy,76.0
47832,6-3,252,1996-01-19,Texas Christian,DE,Ben Banogu,75.0
47834,6-0,226,1997-06-30,Mississippi,WR,A.J. Brown,72.0
47835,6-4,259,1996-04-16,Washington,TE,Drew Sample,76.0
47836,5-11,211,1997-05-01,Penn State,RB,Miles Sanders,71.0
47837,6-2,213,1995-11-04,Kentucky,CB,Lonnie Johnson,74.0
47838,6-6,325,1996-08-10,Northern Illinois,G,Max Scharping,78.0
47839,5-10,187,1998-03-12,Georgia,WR,Mecole Hardman,70.0
47840,6-2,225,1996-12-31,Stanford,TE,J.J. Arcega-Whiteside,74.0
47842,6-0,205,1997-07-16,Ohio State,WR,Parris Campbell,72.0
47843,6-0,206,1997-05-31,Delaware,FS,Nasir Adderley,72.0
47844,6-0,208,1997-12-22,Washington,FS,Taylor Rapp,72.0
47846,6-0,205,1995-10-19,Virginia,FS,Juan Thornhill,72.0
47847,6-4,230,1997-12-14,Mississippi,WR,DK Metcalf,76.0
47848,6-4,281,1997-08-20,Boston College,DE,Zach Allen,76.0
47849,5-10,181,1996-07-05,Toledo,WR,Diontae Johnson,70.0
47852,6-5,250,1997-03-21,San Jose State,TE,Josh Oliver,77.0
47853,5-8,200,1997-08-19,Memphis,RB,Darrell Henderson,68.0
47854,6-3,281,1997-01-05,Ohio State,DE,Dre'Mont Jones,75.0
47855,6-2,245,1996-05-21,North Carolina State,OLB,Germaine Pratt,74.0
47856,5-10,222,1997-06-07,Iowa State,RB,David Montgomery,70.0
47857,5-7,203,1997-09-03,Florida Atlantic,RB,Devin Singletary,67.0
47859,6-0,210,1995-09-15,Ohio State,WR,Terry McLaurin,72.0
47860,6-3,251,1995-04-19,Michigan,DE,Chase Winovich,75.0
47861,6-6,310,1996-09-03,Wisconsin,C,Michael Deiter,78.0
47862,5-11,196,1998-02-06,Michigan,CB,David Long,71.0
47863,6-1,238,1995-06-08,Brigham Young,OLB,Sione Takitaki,73.0
47864,6-1,207,1995-12-19,Boston College,SS,Will Harris,73.0
47865,6-3,316,1996-09-23,North Carolina-Charlotte,G,Nate Davis,75.0
47866,6-2,192,1998-01-12,Michigan State,CB,Justin Layne,74.0
47867,6-0,324,1996-08-09,Western Illinois,DT,Khalen Saunders,72.0
47868,6-5,275,1995-12-14,Louisiana Tech,OLB,Jaylon Ferguson,77.0
47870,5-11,215,1997-02-11,Alabama,RB,Damien Harris,71.0
47871,6-2,237,1996-11-13,Utah,MLB,Cody Barton,74.0
47872,6-1,234,1996-07-29,Stanford,MLB,Bobby Okereke,73.0
47873,6-5,308,1997-11-03,Penn State,G,Connor McGovern,77.0
47874,6-6,307,1996-09-05,Sioux Falls,T,Trey Pipkins,78.0
47875,6-3,308,1997-05-25,Southern California,T,Chuma Edoga,75.0
47876,6-4,220,1996-10-12,Notre Dame,WR,Miles Boykin,76.0
47877,6-1,206,1996-10-15,Auburn,CB,Jamel Dean,73.0
47878,6-4,250,1996-12-07,Old Dominion,OLB,Oshane Ximines,76.0
47879,6-4,254,1996-11-14,Mississippi,TE,Dawson Knox,76.0
47880,6-4,312,1997-03-24,Oklahoma,G,Bobby Evans,76.0
47881,5-11,226,1996-08-28,Murray State,OLB,Quincy Williams,71.0
47882,5-10,200,1996-05-18,Kentucky,FS,Mike Edwards,70.0
47884,6-5,310,1996-02-21,West Virginia,T,Yodny Cajuste,77.0
47885,5-11,220,1998-06-19,Boise State,RB,Alexander Mattison,71.0
47888,5-11,208,1997-12-20,Florida,SS,Chauncey Gardner-Johnson,71.0
47889,6-5,255,1997-08-22,Eastern Michigan,DE,Maxx Crosby,77.0
47890,6-7,272,1997-03-04,Iowa,OLB,Anthony Nelson,79.0
47891,5-11,193,1998-03-19,Notre Dame,SS,Julian Love,71.0
47892,5-11,215,1996-05-07,Michigan State,SS,Khari Willis,71.0
47899,5-11,210,1998-06-14,Iowa,FS,Amani Hooker,71.0
47900,6-6,261,1996-11-12,Clemson,OLB,Austin Bryant,78.0
47902,6-0,196,1996-11-06,Miami,FS,Sheldrick Redwine,72.0
47904,6-3,267,1995-09-12,West Virginia,TE,Trevon Wesco,75.0
47905,5-10,223,1998-02-27,Kentucky,RB,Benny Snell,70.0
47906,6-4,310,1996-10-29,Oklahoma,G,Ben Powers,76.0
47911,6-0,209,1997-04-30,Memphis,RB,Tony Pollard,72.0
47913,6-2,234,1995-08-15,Notre Dame,ILB,Drue Tranquill,74.0
47914,6-3,316,1996-05-09,Indiana,G,Wes Martin,75.0
47915,5-9,201,1997-05-16,Oregon,FS,Ugochukwu Amadi,69.0
47917,6-1,312,1996-05-06,Washington,NT,Greg Gaines,73.0
47919,6-6,315,1998-01-25,Ohio State,G,Michael Jordan,78.0
47920,6-4,250,1997-05-06,Louisiana State,TE,Foster Moreau,76.0
47922,6-1,196,1997-02-11,Alabama,SS,Deionte Thompson,73.0
47924,6-8,265,1996-09-10,Michigan,TE,Zach Gentry,80.0
47929,6-2,203,1996-02-09,Penn State,CB,Amani Oruwariye,74.0
47931,6-0,225,1997-05-25,Arkansas,OLB,Dre Greenlaw,72.0
47932,5-10,185,1995-12-21,Clemson,WR,Hunter Renfrow,70.0
47933,6-3,288,1996-09-26,Texas A&amp;M,DE,Kingsley Keke,75.0
47934,6-4,242,1995-07-01,Wisconsin,OLB,Andrew Van Ginkel,76.0
47938,6-1,240,1998-02-14,Alabama,OLB,Mack Wilson,73.0
47939,6-5,248,1996-01-15,Oregon,OLB,Justin Hollins,77.0
47940,6-1,235,1996-05-10,Minnesota,ILB,Blake Cashman,73.0
47944,6-5,280,1997-08-20,Texas,DE,Charles Omenihu,77.0
47947,6-4,230,1995-06-01,Tarleton State,OLB,E.J. Speed,76.0
47948,6-4,275,1996-12-20,Miami,DE,Joe Jackson,76.0
47952,6-6,308,1997-03-20,Wisconsin,G,David Edwards,78.0
47954,6-1,190,1997-01-12,Auburn,WR,Darius Slayton,73.0
47956,6-1,240,1996-07-30,North Carolina,OLB,Cole Holcomb,73.0
